hot_diggity_d,"['drugs', 'alcohol', 'seen', 'effect', 'honestly', 'hand', 'first', 'would', 'ive', 'depression']"
thenameisemah,"['aaa2018', 'carpet', 'amazeballs', 'ahsjskkaka', 'prolonging', 'ffuck', 'yaaaaaassss', 'radiated', 'collabs', 'dongsaengs', 'mma2018', 'hyperventilating', 'daesang', 'btsatmma', 'surprising', 'incredible', 'pure', 'proper', 'grateful', 'bag', 'walking', 'bts', 'performance', 'possible', 'type', 'imagine', 'theyre', 'yet', 'finally', 'power', 'saying', 'light', 'deep', 'another', 'sick', 'already', 'rate', 'got', 'since', 'oh', 'shit', 'person', 'may', 'things', 'red', 'also', 'stress', 'still', 'try', 'let']"
Burlee_Girlee,"['howdy', 'artist', 'job', 'lost', 'boy', 'maybe', 'fucking', 'way', 'ha', 'depression']"
EricLaylonRL,"['1633', 'facilities', 'praying', 'provide', 'google', 'john', 'service', 'community', 'extremely', 'treatment', 'glad', 'important', 'told', 'struggle', 'addiction', 'things', 'see', 'im', 'depression']"
SeizeTheSubsea,"['taller', 'inches', 'itd', 'stupid', 'done', 'live', 'didnt', 'many', 'things', 'today', 'let', 'ive', 'anxiety', 'depression']"
MariBePompon,"['oakland', 'distorts', 'blend', 'wind', 'reality', 'drug', 'lost', 'done', 'wanna', 'everyone', 'addiction', 'back', 'know', 'get', 'dont', 'anxiety', 'go', 'se', 'depression']"
KnottyKelli,"['pms', 'yasssss', 'dehydrated', 'loses', 'development', 'hungry', 'triggered', 'cuz', 'weekend', 'childhood', 'called', 'game', 'moment', 'lets', 'youre', 'tired', 'play', 'talking', 'child', 'everyone', 'gonna', 'come', 'abuse', 'bad', 'lit', 'day', 'ate', 'anxiety', 'depression']"
shayfromonlin3,"['hoursit', 'chooses', 'theater', 'desk', 'brief', 'pathetic', 'significant', 'movie', 'randomly', 'nowhere', 'forgot', 'rare', 'slight', 'hours', 'choose', 'sitting', 'asked', 'second', 'drug', 'crying', 'feels', 'watching', 'havent', 'started', 'worst', 'sucks', 'alone', 'yal', 'thanks', 'sometimes', 'happy', 'addiction', 'bc', 'fucking', 'trauma', 'depressed', 'part', 'sad', 'times', 'real', 'work', 'going', 'say', 'dont', 'got', 'feel', 'know', 'even', 'think', 'way']"
AllHallowsNight,"['reprieve', 'happened', 'term', 'lost', 'felt', 'anyone', 'actual', 'long', 'feel', 'com', 'im', 'depression']"
mcnulty_alyson,"['diedhad', 'munch', 'guinea', 'kali', 'pig', 'holidays', 'christmas', 'general', 'wasnt', 'pts', 'much', 'therapy', 'depression']"
hey_im_Kirsten,"['professor', 'guys', 'makes', 'mom', 'fun', 'right', 'ya', 'love', 'know', 'anxiety', 'depression']"
biebbgrande,"['exams', 'next', 'week', 'going', 'depression']"
marcosberries,"['realizing', 'sources', 'becoming', 'adult', 'coming', 'stop', 'never', 'stress']"
YaboiiiiDavid,"['yet', 'honestly', 'wanna', 'reason', 'hang', 'sad', 'fuck', 'depression']"
MarisaTweetz,"['exs', 'memoir', 'taught', 'reasons', 'called', 'put', 'anything', 'therapy', 'seasonal', 'season', 'thank', 'going', 'say', 'every', 'depressed', 'im', 'depression']"
MatthewSpoto2,"['centurion', 'strv', 'turret', 'fights', '81', 'quick', 'gun', 'hill', 'good', 'depression']"
jordan_lanceley,"['motivate', 'cheer', 'seems', 'music', 'reason', 'always', 'every', 'feel', 'time', 'depressed', 'like', 'ever', 'im', 'depre']"
DietSodaBitch,"['harley', 'jock', 'quinn', 'gays', 'squad', 'psychosis', 'halloween', '2016', 'downs', 'holidays', 'biggest', 'knows', 'seasonal', 'came', 'happen', 'stra', 'yall', 'everyone', 'take', 'still', 'suicide', 'know', 'ha', 'depression']"
bbhm8,"['millions', 'gives', 'lot', 'also', 'never', 'people', 'like', 'anxiety', 'depression']"
mianicole_1,"['alllll', 'printer', 'towel', 'cried', 'slept', 'doctors', 'hours', 'exercise', 'turned', 'awake', 'couldnt', 'forget', 'heard', 'telling', '12', 'honestly', 'nap', 'worst', 'hour', 'reason', 'ready', 'bc', 'long', 'sleep', 'last', 'coul', 'thought', 'night', 'times', 'things', 'bad', 'even', 'love', 'help', 'rn', 'ive', 'people', 'time', 'depressed', 'thing', 'like', 'anxiety', 'im', 'depression']"
withstefanie,"['reflexology', 'shaved', 'tracker', 'overdue', 'rewatching', 'legs', 'apartment', 'period', 'pregnant', 'seasons', 'nope', 'drag', 'race', 'months', 'helping', 'especially', 'almost', 'finally', 'left', 'attacks', 'youre', 'havent', 'two', 'cure', 'today', 'sure', 'didnt', 'season', 'thats', 'days', 'people', 'want', 'ive', 'thing', 'anxiety', 'one', 'depression']"
TaylorsNewsFeed,"['songs', 'certain', 'concert', 'listen', 'rep', 'post', 'still', 'cant', 'one', 'depression']"
baddie_influenc,"['schoolw', '2x', 'unmotivated', 'neither', 'pizza', 'classes', 'stomach', 'flu', 'buy', 'hello', 'money', 'sick', 'month', 'got', 'getting', 'things', 'hard', 'low', 'back', 'hit', 'time', 'depressed', 'get', 'one', 'im', 'depression']"
waniardy,"['binsky', 'pitchy', 'informative', 'drew', 'useless', 'prefer', 'nas', 'nobody', 'daily', 'telling', 'mind', 'doesnt', 'keep', 'give', 'good', 'really', 'know', 'dont', 'anxiety', 'depression']"
minzlicht,"['kelley', 'undergraduate', 'sake', 'neuroscience', 'invited', 'cocaine', 'studying', 'classes', 'students', 'demon', 'related', 'interesting', 'psychology', 'brain', 'addiction', 'psyc', 'part', 'read', 'use', 'real']"
stedavies,"['latter', 'fitness', 'related', 'difference', 'usually', 'performance', 'wellbeing', 'theres', 'look']"
Whocares103,"['injustice', 'heath', 'racial', 'dope', 'everything', 'shit', 'talk', 'love', 'mental', 'yo', 'anxiety']"
KenneyDave,"['grown', 'pictures', 'moments', 'look', 'years', 'old', 'much', 'ive', 'depression']"
otterlyanxious,"['dissociated', 'fields', 'spirits', 'laughs', 'abroad', 'hahahaha', 'halloween', 'hmm', 'studying', 'growing', 'classes', 'ignore', 'nope', 'paper', 'page', 'wrote', 'shower', 'sense', 'winter', 'everyday', 'must', 'joke', 'working', 'panic', 'whole', 'final', 'wont', 'last', 'night', 'come', 'take', 'bad', 'let', 'got', 'time', 'life', 'dr', 'know', 'anxiety', 'get', 'day', 'depression']"
Durty3O,"['woulda', 'disappointment', 'boredom', 'marriage', 'reached', 'knew', 'level', 'new', 'amp', 'life', 'like', 'depression']"
mayameowzz,"['kerje', 'takyah', 'balek', 'stealing', 'lurking', 'heartless', 'sial', 'intention', 'aku', 'bother', 'medicine', 'thinks', 'normal', 'happy', 'trying', 'since', 'didnt', 'thats', 'still', 'suicide', 'know', 'get', 'thing', 'la', 'ur', 'im', 'depression']"
MrOlusolaLasisi,"['strategically', 'sicknesses', 'stayed', 'nerves', 'naturally', 'syndrome', 'causes', 'fell', 'broke', 'media', 'whole', 'deep', 'social', 'long', 'mental', 'like', 'depression']"
eunuwuwoo,"['astro', 'conquer', 'helping', 'positive', 'state', 'battle', 'helped', 'mind', 'depression']"
E_L_Bates,"['endless', 'showed', 'tone', 'name', 'light', 'book', 'didnt', 'ring', 'na', 'depression']"
drmoppssister,"['knocks', 'burying', 'relatable', 'inspiration', 'realise', 'guilt', 'young', 'must', 'head', 'add', 'und', 'us', 'anxiety', 'depression']"
Nicky_Thatso,"['depressedi', 'pits', 'stuck', 'doesnt', 'think', 'feel', 'dont', 'like', 'im', 'depression']"
E3DE3N,"['referee', 'noshavenovember', 'neverending', 'drumroll', 'fills', 'earworm', 'catchy', 'keys', 'rediscovered', 'director', 'shave', 'grab', 'beer', 'note', 'pulled', 'hilarious', 'neither', 'moms', 'killed', 'decision', 'youtube', 'drive', 'nobody', 'committed', 'choose', 'youll', 'basically', 'schizophrenia', 'sense', 'extreme', 'doctor', 'leave', 'video', 'put', 'reason', 'suicide', 'tweet', 'show', 'said', 'makes', 'good', 'first', 'order', 'stop', 'many', 'life', 'right', 'old', 'car', 'talk']"
Jaycosmetics,"['decision', 'mentalhealthmatters', 'cuz', 'recently', 'mentalhealthawareness', 'fit', 'weeks', 'doctor', 'wasnt', 'suffering', 'leave', 'due', 'sign', 'taking', 'diagnosed', 'started', 'told', 'break', 'made', 'sometimes', 'work', 'best', 'gonna', 'doesnt', 'last', 'stress', 'bad', 'therapy', 'need', 'help', 'year', 'dont', 'anxiety', 'im', 'depression']"
Empowlr,"['knoware', 'friendstroops', 'icymi', 'clearer', 'vets', 'moral', 'injury', 'directly', 'linked', 'unfortunately', 'encour', 'becoming', 'thread', 'later', 'especially', 'lost', 'lot', 'suicide', 'war', 'think']"
DannyAndCleo,"['dannyandcleo', 'podsincolor', 'trypod', 'spouse', 'hitting', 'dope', 'difference', 'raised', 'podcast', 'putting', 'chance', 'safe', 'pill', 'home', 'gave', 'session', 'everyday', 'sound', 'medication', 'whats', 'kids', 'stay', 'another', 'anti', 'two', 'abuse', 'sometimes', 'best', 'lot', 'take', 'therapy', 'amp', 'think', 'people', 'feel', 'one', 'like', 'anxiety', 'thi', 'us', 'depression']"
GermanTrooper,"['inability', 'mff', 'bowl', 'respond', 'internet', 'welcome', 'blame', 'attend', 'shut', 'notice', 'stupid', 'waiting', 'nh', 'emotional', 'wont', 'break', 'might', 'wish', 'literally', 'sorry', 'point', 'high', 'care', 'getting', 'bit', 'could', 'ya', 'back', 'never', 'bad', 'cant', 'think', 'people', 'know', 'time', 'depressed', 'ill', 'depression']"
Snoots71,"['punch', 'suffers', 'suicidal', 'thoughts', 'used', 'deal', 'someone', 'depression']"
N0tori0us_Bre,"['fatter', '345', '430', 'push', 'instead', 'put', 'wanna', 'already', 'gonna', 'bc', 'amp', 'even', 'get', 'dont', 'im', 'depression']"
madelineaubreyy,"['frame', 'picture', 'killing', 'ocd']"
FaithMissionWF,"['beginnings', 'refuge', 'program', 'linda', 'jennifer', 'faith', 'brooks', 'newsletter', 'lindseys', 'graduates', 'brenna', 'graduating', 'creation', 'recovery', 'available', 'jose', '2017', 'perception', 'congratulations', 'september', 'affected', 'wound', 'mission', 'failed', 'john', 'domestic', 'latest', 'addiction', 'leaving', 'peace', 'victim', 'fast', 'new', 'learned', 'drugs', 'situation', 'three', 'soon', 'become', 'women', 'sexual', 'possi', 'attempt', 'came', 'free', 'found', 'big', 'abuse', 'read', 'hes']"
base330films,"['microbrewed', 'hipsters', 'beards', 'dare', 'longer', 'crippling', 'art', 'know', 'ill', 'depression']"
_xsirenetta,"['slowly', 'inside', 'killing', 'depression']"
RoeperGreg,"['dymphna', 'progay', 'downplays', 'seminarians', 'mccarrick', 'outlier', 'lifesite', 'martin', 'prayers', 'james', 'amen', 'battled', 'attempted', 'peace', 'news', 'glad', 'bring', 'major', 'point', 'illness', 'hope', 'may', 'suffer', 'well', 'abuse', 'read', 'mental', 'fr', 'tha', 'st', 'depression']"
Chances_one,"['audition', 'overdrive', 'gained', 'anywhere', 'vibe', 'powerful', 'weight', 'stuff', 'almost', 'morning', 'clinical', 'boy', 'taking', 'eating', 'seem', 'bitch', 'went', 'kill', 'doesnt', 'didnt', 'deal', 'today', 'going', 'act', 'stress', 'dont', 'anxiety', 'ive', 'ur', 'go', 'im', 'depression']"
SiriusLokiLuvr,"['holiday', 'damn', 'god', 'season', 'good', 'got', 'dont', 'thing', 'depression']"
PandaCapers,"['morphed', 'tfw', 'beast', 'several', 'sort', 'gay', 'fighting', 'weeks', 'youre', 'pretty', 'little', 'tired', 'anything', 'kind', 'sure', 'hav', 'something', 'trauma', 'last', 'af', 'new', 'give', 'times', 'lot', 'know', 'cant', 'like', 'tha', 'dont', 'ur', 'depression']"
xleanaaa,"['concert', 'attend', 'remind', 'didnt', 'post', 'even', 'dont', 'depression']"
charmingcbeauty,"['pregnancy', 'negative', 'whenever', 'test', 'another', 'struggle', 'sad', 'days', 'get', 'ge', 'depression']"
short_southern,"['bamavsuga', 'iamagoodwife', 'aftermath', 'todays', 'stress']"
danielsaynt,"['cellphone', 'sniffer', 'sneaks', 'embrace', 'cake', 'instagram', 'currently', 'mine', 'check', 'months', 'trying', 'fucking', 'feeling', 'right', 'going', 'life', 'dont', 'ap', 'im', 'depression']"
dilinaga,"['slut', 'architecture', 'devoted', 'endeavours', 'castle', 'educational', 'underestimate', 'sexy', 'task', 'andor', 'drag', 'understanding', 'pls', 'extremely', 'adhd', 'power', 'yes', 'havent', 'seasonal', 'never', 'much', 'fuck', 'dont', 'people', 'im', 'depression']"
LouEffie,"['absent', 'response', 'children', 'black', 'seen', 'twitter', 'hole', 'bc', 'ive', 'depression']"
MyNameIsNotIke,"['insomniac', 'stonerprayer', 'paranoid', 'asd', 'agoraphobia', 'autistic', 'desperate', 'amen', 'weed', 'ocd', 'disorders', 'insomnia', 'mess', 'clinical', 'youre', 'please', 'hes', 'deal', 'tell', 'always', 'much', 'cant', 'need', 'life', 'stress', 'people', 'get', 'like', 'im', 'depression']"
No38876276,"['forsure', 'anytime', 'girlfriend', 'fucked', 'soo', 'isnt', 'already', 'hey', 'gonna', 'mom', 'getting', 'thought', 'tell', 'back', 'come', 'good', 'love', 'know', 'depressed', 'ill', 'depression']"
Sophobsessed,"['painkiller', 'prescription', 'previously', 'battled', 'existing', 'hardest', 'partied', 'childs', 'relief', 'practices', 'honestly', 'addiction', 'felt', 'teacher', 'thinking', 'pain', 'hide', 'overcome', 'last', 'better', 'three', 'via', 'daily', 'trigger', 'years', 'class', 'lot', 'say', 'though', 'year', 'ptsd', 'night', 'thing', 'get', 'ever', 'ive', 'anxiety', 'co', 'depression']"
amberrosesigns,"['occurred', 'freaks', 'rule', 'songs', 'whatever', 'simple', 'situation', 'means', 'plan', 'boy', 'brain', 'okay', 'literally', 'away', 'doesnt', 'great', 'ptsd', 'start', 'new', 'back', 'see', 'stress', 'know', 'dont', 'anxiety', 'depression']"
C_Squared82,"['upyou', 'withme', 'responsibilities', 'longer', 'stay', 'little', 'bed', 'shit', 'today', 'got', 'get', 'depression']"
lonelywly,"['passed', 'ago', 'yes', 'long', 'depressed', 'depression']"
eibari,"['shoulda', 'relived', 'passive', 'sends', 'aggressive', 'spiraling', 'nowadays', 'rising', 'note', 'holidays', 'food', 'lmao', 'left', 'hours', 'major', 'wonder', 'family', 'head', 'ago', 'two', 'already', 'bed', 'away', 'ptsd', 'hate', 'last', 'thank', 'much', 'love', 'year', 'tho', 'really', 'yo', 'feel', 'ok', 'anxiety', 'ever', 'one', 'go', 'depression']"
juliad3acon,"['learns', 'cardiovascular', 'frenemy', 'smidge', 'overrated', 'psychpsychopathology', 'normalizing', 'surveys', 'evaluate', 'staples', 'snacks', 'shifting', 'abnormal', 'duty', 'reaches', 'underrated', 'inducing', 'brick', 'discomfort', 'texts', 'privilege', 'bunch', 'bruh', 'counseling', 'seeking', 'factor', 'triggers', 'alcoholi', 'nah', 'substance', 'shouldnt', 'risk', 'thread', 'forward', 'likel', 'disease', 'gave', 'action', 'gotta', 'treatment', 'illness', 'peak', 'wow', 'psychology', 'thoughts', 'yall', 'put', 'mental', 'health', 'tea']"
allycatt1990,"['hun', 'fix', 'looking', 'find', 'addiction', 'ptsd', 'things', 'let', 'cant', 'know', 'get', 'like', 'anxiety', 'depression']"
honey2tar,"['dude', 'depression']"
xzriel,"['paramore', 'mayday', 'fate', '1975', 'surprised', 'escape', 'fact', 'listen', 'also', 'bts', 'people']"
kellyfairchild2,"['blacklivesmatter', 'lgbtqoftheworld', 'dontbeanass', 'investigations', 'systemthe', 'indigenous', 'disassociat', 'shutting', 'welfare', 'humanrights', 'tension', 'counsellor', 'headaches', 'doug', 'deaths', 'muscle', '27', 'advocate', 'gender', 'available', 'race', 'ford', 'totally', 'child', 'agree', 'whats', 'therapist', 'body', 'pain', 'mentalhealth', 'sure', 'cause', 'abuse', 'im', 'depression']"
Shizuno09027448,"['furious', 'monkey', 'hotel', 'wart', 'spaz', 'crashing', 'dropping', 'city', 'voic', 'college', 'longer', 'nice', 'job', 'adhd', 'thoughts', 'used', 'fucking', 'led', 'car', 'friend', 'suicide', 'see', 'su', 'depression']"
H0NEYB3AT,"['noctis', 'crunch', 'playlist', 'coming', 'away', 'hey', 'back', 'time', 'go', 'depression']"
blvkbuddafly,"['2019', 'losses', 'cannot', 'wins', 'follow', 'loneliness', 'struggled', 'damn', 'next', 'struggle', 'gonna', 'year', 'bad', 'fr', 'anxiet', 'depression']"
danbrechlin,"['111', '200', 'games', 'deep', 'went', 'row', 'mean', 'depression']"
JassCat,"['simpler', 'wish', 'didnt', 'could', 'back', 'really', 'time', 'anxiety', 'go', 'depression']"
needyoonie,"['spiral', 'managed', 'pull', 'send', 'soon', 'horrible', 'fine', 'okay', 'hope', 'better', 'thank', 'much', 'aw', 'get', 'tho', 'think', 'stress', 'feel', 'time', 'ill', 'ive', 'depression']"
dirtygardenHOE,"['fuuuuuuckkk', 'hollywood', 'serving', 'trendy', 'paying', 'bills', 'job', 'heard', 'veg', 'shitty', 'animal', 'cute', 'starting', 'haha', 'dark', 'goes', 'place', 'stay', 'honestly', 'tomorrow', 'without', 'yall', 'heres', 'friends', 'ptsd', 'long', 'new', 'never', 'would', 'abuse', 'still', 'think', 'stress', 'people', 'ever', 'ive', 'anxiety', 'depression']"
agustseul,"['koreans', 'introducing', 'discography', 'thoughtful', 'outsold', 'levelpeople', 'tender', 'nominated', 'copied', 'genre', 'recommended', 'bbmas', 'cards', 'underrated', 'grammy', 'officially', 'seokjin', 'exception', 'roommate', 'listened', 'standard', 'settle', 'bird', 'rlly', 'randomly', 'bts', 'korean', 'media', 'blow', 'loves', 'culture', 'reminder', 'opinion', 'members', 'jimin', 'kpop', 'left', 'dance', 'havent', 'mama', 'except', 'future', 'tv', 'dumb', 'watched', 'brother', 'perfect', 'listening', 'omg', 'reason']"
_modernlotus,"['unread', 'messages', 'looks', 'gives', 'hate', 'anxiety']"
RealLeitungVG,"['sunrise', 'nature', 'throw', 'game', 'share', 'ocd', 'due', 'turn', 'away', 'mind', 'hate', 'right', 'exp', 'take', 'cant', 'need', 'stress', 'thing', 'one']"
witchfulpanda,"['fever', 'sickness', 'christmas', 'super', 'probably', 'sick', 'wanna', 'bed', 'always', 'year', 'get', 'dont', 'know', 'time', 'depressed', 'ill', 'depression']"
iamkschoiberii,"['apart', 'tear', 'reading', 'care', 'youre', 'love', 'people', 'anxiety', 'depression']"
_SeasonedSalt,"['anthony', 'stressed', 'probably', 'thanks', 'hey', 'look', 'stress']"
PeterFaberSP,"['cnn', 'agent', 'claims', 'becaus', 'trump', 'bp', 'youre', 'feel', 'depressed']"
ThatsAbdel,"['frkn', 'experiencing', 'cryin', 'believe', 'wanna', 'die', 'right', 'think', 'dont', 'im', 'depression']"
ScalettRose_7,"['calm', 'wow', 'okay', 'please', 'today', 'work', 'go', 'depression']"
imfknsad,"['fuckes', 'wave', 'plans', 'cancel', 'awful', 'extreme', 'therapist', 'probably', 'today', 'gonna', 'bc', 'hard', 'going', 'hit', 'really', 'anxiety', 'im', 'depression']"
ElizabethJYork,"['dreamed', 'midst', 'restored', 'natal', 'yrs', '16', 'ago', 'would', 'yes', 'post', 'say', 'hea', 'depression']"
tiocoleyt,"['bakit', 'namamatay', 'halos', 'kabataan', 'ngayon', 'mild', 'reasons', 'main', 'school', 'also', 'said', 'first', 'sure', 'thought', 'well', 'suicide', 'year', 'na', 'one', 'anxiety', 'ng', 'depression']"
mandyTremmy,"['nanocoach', 'rudely', 'evenings', 'younger', 'couldnt', 'anxietyproblems', 'mentioned', 'silence', 'empty', 'attempted', 'law', 'extra', 'survivor', 'missed', 'quite', 'sister', 'brother', 'awful', 'words', 'ptsd', 'knows', 'woke', 'remind', 'possibl', 'said', 'strong', 'feels', 'anymore', 'saying', 'came', 'told', 'miss', 'pain', 'understand', 'anyt', 'keep', 'tell', 'call', 'add', 'mil', 'always', 'someone', 'suffer', 'talk', 'today', 'going', 'make', 'even', 'day', 'suicide']"
juvenileraptor,"['snapig', 'habits', 'retweet', 'comment', 'super', 'weird', 'realize', 'follow', 'eating', 'lol', 'sometimes', 'youre', 'gon', 'well', 'amp', 'think', 'depressed', 'like', 'depression']"
HolyForkingShrt,"['outofnetwork', 'announced', 'continuing', 'weekly', 'stopping', 'intention', 'sessions', 'wife', 'individual', 'particular', 'surprise', 'switch', 'songs', 'eye', 'looks', 'decided', 'shes', 'looking', 'music', 'found', 'therapy', 'two', 'actually', 'new', 'always', 'today', 'going', 'therap', 'stress', 'like', 'time', 'im']"
